13A,motor neuron,weight,query,post_id,n,id.x,names.x,id.y,X,id,valid,classification_system,pt_supervoxel_id,pt_root_id,pt_position
13A-R-8d,extracoxal_trochanter_depressor_in_thorax_Vn,17,648518346477160720,648518346493285660,1,648518346493704952,R13A8a,648518346477160720,112,415,t,V3_T1R,73819768452722670,648518346476492918,[53218 89773  1773]
13A-R-8a,extracoxal_trochanter_depressor_in_thorax_Vn,5,648518346507214367,648518346493285660,1,648518346507214367,R13A8d_7a,648518346507214367,112,415,t,V3_T1R,73819768452722670,648518346476492918,[53218 89773  1773]
13A-R-1b,extracoxal_trochanter_depressor_in_thorax_Vn,4,648518346491127843,648518346493285660,1,648518346477855957,R13A2c,648518346491127843,112,415,t,V3_T1R,73819768452722670,648518346476492918,[53218 89773  1773]
13A-R-6b,extracoxal_trochanter_depressor_in_thorax_Vn,6,648518346507405599,648518346493285660,1,648518346485868484,R13A7b,648518346507405599,112,415,t,V3_T1R,73819768452722670,648518346476492918,[53218 89773  1773]
13A-R-9d,extracoxal_trochanter_depressor_in_thorax_Vn,4,648518346491635142,648518346486265480,1,648518346514069982,R13A_γ_6,648518346491635142,111,414,t,V5_T1R,73890000093079139,648518346501264984,[54883 84397  2319]
13A-R-6c,sternal_anterior_rotator_in_thorax_miller_31,11,648518346486350178,648518346495499883,1,648518346495521698,R13A7d,648518346486350178,114,417,t,V4_T1R,73749262537938160,648518346495499883,[50618 85421  2234]
13A-R-4d,sternal_anterior_rotator_in_thorax_miller_31,10,648518346483835541,648518346495499883,1,648518346488669937,R13A4c,648518346483835541,114,417,t,V4_T1R,73749262537938160,648518346495499883,[50618 85421  2234]
13A-R-4b,sternal_anterior_rotator_in_thorax_miller_31,18,648518346481472143,648518346495499883,1,648518346482798822,R13A4f,648518346481472143,114,417,t,V4_T1R,73749262537938160,648518346495499883,[50618 85421  2234]
13A-R-5f,sternal_anterior_rotator_in_thorax_miller_31,4,648518346486720303,648518346495499883,1,648518346493892750,R13A6a,648518346486720303,114,417,t,V4_T1R,73749262537938160,648518346495499883,[50618 85421  2234]
13A-R-4e,sternal_anterior_rotator_in_thorax_miller_31,14,648518346531536666,648518346495499883,1,648518346499750867,R13A4e,648518346531536666,114,417,t,V4_T1R,73749262537938160,648518346495499883,[50618 85421  2234]
13A-R-9a,sternal_anterior_rotator_in_thorax_miller_31,8,648518346521654521,648518346495499883,1,648518346496575356,R13A10i_12b,648518346521654521,114,417,t,V4_T1R,73749262537938160,648518346495499883,[50618 85421  2234]
13A-R-9d,sternal_anterior_rotator_in_thorax_miller_31,16,648518346491635142,648518346495499883,1,648518346514069982,R13A_γ_6,648518346491635142,114,417,t,V4_T1R,73749262537938160,648518346495499883,[50618 85421  2234]
13A-R-6d,sternal_anterior_rotator_in_thorax_miller_31,9,648518346472000923,648518346495499883,1,648518346479398848,R13A7h_12a,648518346472000923,114,417,t,V4_T1R,73749262537938160,648518346495499883,[50618 85421  2234]
13A-R-9a,sternal_anterior_rotator_in_thorax_miller_31,8,648518346521654521,648518346495499883,1,648518346496575356,R13A10b,648518346521654521,114,417,t,V4_T1R,73749262537938160,648518346495499883,[50618 85421  2234]
13A-R-4a,sternal_anterior_rotator_in_thorax_miller_31,15,648518346491737150,648518346495499883,1,648518346502339667,R13A4b,648518346491737150,114,417,t,V4_T1R,73749262537938160,648518346495499883,[50618 85421  2234]
13A-R-4d,sternal_anterior_rotator_in_thorax_miller_31,18,648518346483835541,648518346507171144,1,648518346488669937,R13A4c,648518346483835541,126,416,t,V4_T1R,73819631080756230,648518346507171144,[51491 84167  1836]
13A-R-6d,sternal_anterior_rotator_in_thorax_miller_31,6,648518346472000923,648518346507171144,1,648518346479398848,R13A7h_12a,648518346472000923,126,416,t,V4_T1R,73819631080756230,648518346507171144,[51491 84167  1836]
13A-R-10c,sternal_anterior_rotator_in_thorax_miller_31,5,648518346492130066,648518346507171144,1,648518346487562452,13A-uk5,648518346492130066,126,416,t,V4_T1R,73819631080756230,648518346507171144,[51491 84167  1836]
13A-R-4a,sternal_anterior_rotator_in_thorax_miller_31,7,648518346491737150,648518346507171144,1,648518346502339667,R13A4b,648518346491737150,126,416,t,V4_T1R,73819631080756230,648518346507171144,[51491 84167  1836]
13A-R-9d,sternal_anterior_rotator_in_thorax_miller_31,35,648518346491635142,648518346507171144,1,648518346514069982,R13A_γ_6,648518346491635142,126,416,t,V4_T1R,73819631080756230,648518346507171144,[51491 84167  1836]
13A-R-3g,sternal_anterior_rotator_in_thorax_miller_31,5,648518346496143050,648518346507171144,1,648518346481342821,R13A_3a_X,648518346496143050,126,416,t,V4_T1R,73819631080756230,648518346507171144,[51491 84167  1836]
13A-R-4b,sternal_anterior_rotator_in_thorax_miller_31,18,648518346481472143,648518346507171144,1,648518346482798822,R13A4f,648518346481472143,126,416,t,V4_T1R,73819631080756230,648518346507171144,[51491 84167  1836]
13A-R-4e,sternal_anterior_rotator_in_thorax_miller_31,14,648518346531536666,648518346507171144,1,648518346499750867,R13A4e,648518346531536666,126,416,t,V4_T1R,73819631080756230,648518346507171144,[51491 84167  1836]
13A-R-α-10f,sternal_anterior_rotator_in_thorax_miller_31,11,648518346493805304,648518346507171144,1,648518346493805304,R13A-α,648518346493805304,126,416,t,V4_T1R,73819631080756230,648518346507171144,[51491 84167  1836]
13A-R-6f,sternal_anterior_rotator_in_thorax_miller_31,5,648518346484181533,648518346507171144,1,648518346500872348,R13A7g,648518346484181533,126,416,t,V4_T1R,73819631080756230,648518346507171144,[51491 84167  1836]
13A-R-5e,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,15,648518346488798392,648518346480932061,1,648518346475882978,R13A6c,648518346488798392,60,360,t,D1_T1R,73749331324539394,648518346491452870,[49611 86600  2367]
13A-R-8b,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,9,648518346497197720,648518346480932061,1,648518346475292513,R13A8e_7c,648518346497197720,60,360,t,D1_T1R,73749331324539394,648518346491452870,[49611 86600  2367]
13A-R-6c,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,12,648518346486350178,648518346480932061,1,648518346495521698,R13A7d,648518346486350178,60,360,t,D1_T1R,73749331324539394,648518346491452870,[49611 86600  2367]
13A-R-5g,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,5,648518346496790140,648518346480932061,1,648518346487565803,R13A6e,648518346496790140,60,360,t,D1_T1R,73749331324539394,648518346491452870,[49611 86600  2367]
13A-R-9c,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,11,648518346481463909,648518346480932061,1,648518346477520398,R13A12d,648518346481463909,60,360,t,D1_T1R,73749331324539394,648518346491452870,[49611 86600  2367]
13A-R-10c,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,4,648518346492130066,648518346480932061,1,648518346487562452,13A-uk5,648518346492130066,60,360,t,D1_T1R,73749331324539394,648518346491452870,[49611 86600  2367]
13A-R-9a,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,4,648518346521654521,648518346480932061,1,648518346496575356,R13A10i_12b,648518346521654521,60,360,t,D1_T1R,73749331324539394,648518346491452870,[49611 86600  2367]
13A-R-5f,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,7,648518346486720303,648518346480932061,1,648518346493892750,R13A6a,648518346486720303,60,360,t,D1_T1R,73749331324539394,648518346491452870,[49611 86600  2367]
13A-R-5h,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,14,648518346490233883,648518346480932061,1,648518346482803753,13A-uk4,648518346490233883,60,360,t,D1_T1R,73749331324539394,648518346491452870,[49611 86600  2367]
13A-R-10d,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,6,648518346487938004,648518346480932061,1,648518346496642050,R13A11a,648518346487938004,60,360,t,D1_T1R,73749331324539394,648518346491452870,[49611 86600  2367]
13A-R-5h,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,14,648518346490233883,648518346480932061,1,648518346486100676,13A-uk1,648518346490233883,60,360,t,D1_T1R,73749331324539394,648518346491452870,[49611 86600  2367]
13A-R-6e,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,4,648518346517211173,648518346480932061,1,648518346517211173,R13A7e,648518346517211173,60,360,t,D1_T1R,73749331324539394,648518346491452870,[49611 86600  2367]
13A-R-6f,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,11,648518346484181533,648518346480932061,1,648518346500872348,R13A7g,648518346484181533,60,360,t,D1_T1R,73749331324539394,648518346491452870,[49611 86600  2367]
13A-R-9c,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,11,648518346481463909,648518346480932061,1,648518346477520398,R13A10j_12g,648518346481463909,60,360,t,D1_T1R,73749331324539394,648518346491452870,[49611 86600  2367]
13A-R-9a,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,4,648518346521654521,648518346480932061,1,648518346496575356,R13A10b,648518346521654521,60,360,t,D1_T1R,73749331324539394,648518346491452870,[49611 86600  2367]
13A-R-6b,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,4,648518346507405599,648518346480932061,1,648518346485868484,R13A7b,648518346507405599,60,360,t,D1_T1R,73749331324539394,648518346491452870,[49611 86600  2367]
13A-R-6d,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,5,648518346472000923,648518346480932061,1,648518346479398848,R13A7h_12a,648518346472000923,60,360,t,D1_T1R,73749331324539394,648518346491452870,[49611 86600  2367]
13A-R-5h,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,24,648518346490233883,648518346486571929,1,648518346482803753,13A-uk4,648518346490233883,62,362,t,D2_T1R,73960506008175526,648518346486571929,[56980 88953  1882]
13A-R-6b,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,20,648518346507405599,648518346486571929,1,648518346485868484,R13A7b,648518346507405599,62,362,t,D2_T1R,73960506008175526,648518346486571929,[56980 88953  1882]
13A-R-4a,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,15,648518346491737150,648518346486571929,1,648518346502339667,R13A4b,648518346491737150,62,362,t,D2_T1R,73960506008175526,648518346486571929,[56980 88953  1882]
13A-R-5g,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,36,648518346496790140,648518346486571929,1,648518346487565803,R13A6e,648518346496790140,62,362,t,D2_T1R,73960506008175526,648518346486571929,[56980 88953  1882]
13A-R-6d,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,17,648518346472000923,648518346486571929,1,648518346479398848,R13A7h_12a,648518346472000923,62,362,t,D2_T1R,73960506008175526,648518346486571929,[56980 88953  1882]
13A-R-6f,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,7,648518346484181533,648518346486571929,1,648518346500872348,R13A7g,648518346484181533,62,362,t,D2_T1R,73960506008175526,648518346486571929,[56980 88953  1882]
13A-R-9f,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,18,648518346486686340,648518346486571929,1,648518346480868573,R13A11i_10d,648518346486686340,62,362,t,D2_T1R,73960506008175526,648518346486571929,[56980 88953  1882]
13A-R-9c,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,12,648518346481463909,648518346486571929,1,648518346477520398,R13A10j_12g,648518346481463909,62,362,t,D2_T1R,73960506008175526,648518346486571929,[56980 88953  1882]
13A-R-6c,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,30,648518346486350178,648518346486571929,1,648518346495521698,R13A7d,648518346486350178,62,362,t,D2_T1R,73960506008175526,648518346486571929,[56980 88953  1882]
13A-R-9c,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,12,648518346481463909,648518346486571929,1,648518346477520398,R13A12d,648518346481463909,62,362,t,D2_T1R,73960506008175526,648518346486571929,[56980 88953  1882]
13A-R-5h,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,24,648518346490233883,648518346486571929,1,648518346486100676,13A-uk1,648518346490233883,62,362,t,D2_T1R,73960506008175526,648518346486571929,[56980 88953  1882]
13A-R-9b,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,7,648518346511967856,648518346486571929,1,648518346487640386,R13A10f,648518346511967856,62,362,t,D2_T1R,73960506008175526,648518346486571929,[56980 88953  1882]
13A-R-5f,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,26,648518346486720303,648518346486571929,1,648518346493892750,R13A6a,648518346486720303,62,362,t,D2_T1R,73960506008175526,648518346486571929,[56980 88953  1882]
13A-R-5e,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,15,648518346488798392,648518346486571929,1,648518346475882978,R13A6c,648518346488798392,62,362,t,D2_T1R,73960506008175526,648518346486571929,[56980 88953  1882]
13A-R-8b,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,5,648518346497197720,648518346486571929,1,648518346475292513,R13A8e_7c,648518346497197720,62,362,t,D2_T1R,73960506008175526,648518346486571929,[56980 88953  1882]
13A-R-5h,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,9,648518346490233883,648518346493967627,1,648518346486100676,13A-uk1,648518346490233883,61,361,t,D1_T1R,73608524982582780,648518346493967627,[46817 85529  2115]
13A-R-9b,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,5,648518346511967856,648518346493967627,1,648518346487640386,R13A10f,648518346511967856,61,361,t,D1_T1R,73608524982582780,648518346493967627,[46817 85529  2115]
13A-R-5e,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,8,648518346488798392,648518346493967627,1,648518346475882978,R13A6c,648518346488798392,61,361,t,D1_T1R,73608524982582780,648518346493967627,[46817 85529  2115]
13A-R-5d,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,8,648518346503212667,648518346493967627,1,648518346479366363,R13A6b,648518346503212667,61,361,t,D1_T1R,73608524982582780,648518346493967627,[46817 85529  2115]
13A-R-9c,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,12,648518346481463909,648518346493967627,1,648518346477520398,R13A10j_12g,648518346481463909,61,361,t,D1_T1R,73608524982582780,648518346493967627,[46817 85529  2115]
13A-R-9c,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,12,648518346481463909,648518346493967627,1,648518346477520398,R13A12d,648518346481463909,61,361,t,D1_T1R,73608524982582780,648518346493967627,[46817 85529  2115]
13A-R-5c,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,8,648518346515388743,648518346493967627,1,648518346496985496,R13A6f,648518346515388743,61,361,t,D1_T1R,73608524982582780,648518346493967627,[46817 85529  2115]
13A-R-9i,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,7,648518346524266501,648518346493967627,1,648518346489624671,R13A10g,648518346524266501,61,361,t,D1_T1R,73608524982582780,648518346493967627,[46817 85529  2115]
13A-R-δ-10e,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,8,648518346490237905,648518346493967627,1,648518346489562711,R13A_δ_xp,648518346490237905,61,361,t,D1_T1R,73608524982582780,648518346493967627,[46817 85529  2115]
13A-R-5h,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,9,648518346490233883,648518346493967627,1,648518346482803753,13A-uk4,648518346490233883,61,361,t,D1_T1R,73608524982582780,648518346493967627,[46817 85529  2115]
13A-R-9h,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,4,648518346501542232,648518346514660039,1,648518346501251427,R13A10e,648518346501542232,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-5e,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,16,648518346488798392,648518346514660039,1,648518346475882978,R13A6c,648518346488798392,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-5d,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,6,648518346503212667,648518346514660039,1,648518346479366363,R13A6b,648518346503212667,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-10c,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,6,648518346492130066,648518346514660039,1,648518346487562452,13A-uk5,648518346492130066,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-5g,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,22,648518346496790140,648518346514660039,1,648518346487565803,R13A6e,648518346496790140,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-9a,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,4,648518346521654521,648518346514660039,1,648518346496575356,R13A10b,648518346521654521,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-6c,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,51,648518346486350178,648518346514660039,1,648518346495521698,R13A7d,648518346486350178,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-8a,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,4,648518346507214367,648518346514660039,1,648518346507214367,R13A8d_7a,648518346507214367,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-9c,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,18,648518346481463909,648518346514660039,1,648518346477520398,R13A10j_12g,648518346481463909,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-6d,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,60,648518346472000923,648518346514660039,1,648518346479398848,R13A7h_12a,648518346472000923,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-δ-10e,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,4,648518346490237905,648518346514660039,1,648518346489562711,R13A_δ_xp,648518346490237905,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-10d,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,4,648518346487938004,648518346514660039,1,648518346496642050,R13A11a,648518346487938004,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-6b,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,22,648518346507405599,648518346514660039,1,648518346485868484,R13A7b,648518346507405599,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-8b,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,6,648518346497197720,648518346514660039,1,648518346475292513,R13A8e_7c,648518346497197720,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-9b,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,8,648518346511967856,648518346514660039,1,648518346487640386,R13A10f,648518346511967856,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-6f,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,19,648518346484181533,648518346514660039,1,648518346500872348,R13A7g,648518346484181533,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-5h,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,16,648518346490233883,648518346514660039,1,648518346482803753,13A-uk4,648518346490233883,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-9f,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,18,648518346486686340,648518346514660039,1,648518346480868573,R13A11i_10d,648518346486686340,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-5f,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,4,648518346486720303,648518346514660039,1,648518346493892750,R13A6a,648518346486720303,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-9a,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,4,648518346521654521,648518346514660039,1,648518346496575356,R13A10i_12b,648518346521654521,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-5h,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,16,648518346490233883,648518346514660039,1,648518346486100676,13A-uk1,648518346490233883,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-9c,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,18,648518346481463909,648518346514660039,1,648518346477520398,R13A12d,648518346481463909,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-4a,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,4,648518346491737150,648518346514660039,1,648518346502339667,R13A4b,648518346491737150,63,363,t,D2_T1R,73960506075264717,648518346503917664,[57123 89956  2003]
13A-R-10b,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,4,648518346486451113,648518346480932061,1,648518346518664927,13A-uk3,648518346486451113,60,360,t,D1_T1R,73749331324539394,648518346491452870,[49611 86600  2367]
13A-R-7c,tergotrochanter_in_thorax_3,4,648518346481935037,648518346499981379,1,648518346489031913,R13A9c,648518346481935037,120,413,t,V3_T1R,73749262538016575,648518346507165256,[49727 85190  2264]
13A-R-10b,tergotrochanter_in_thorax_3,6,648518346486451113,648518346499981379,1,648518346518664927,13A-uk3,648518346486451113,120,413,t,V3_T1R,73749262538016575,648518346507165256,[49727 85190  2264]
13A-R-10a,tergotrochanter_in_thorax_3,61,648518346488772686,648518346499981379,1,648518346521464057,R13A11b,648518346488772686,120,413,t,V3_T1R,73749262538016575,648518346507165256,[49727 85190  2264]
13A-R-6a,tergotrochanter_in_thorax_3,21,648518346496511829,648518346499981379,1,648518346509900838,R13A_ε_y,648518346496511829,120,413,t,V3_T1R,73749262538016575,648518346507165256,[49727 85190  2264]
13A-R-9d,tergotrochanter_in_thorax_3,47,648518346491635142,648518346499981379,1,648518346514069982,R13A_γ_6,648518346491635142,120,413,t,V3_T1R,73749262538016575,648518346507165256,[49727 85190  2264]
13A-R-8d,tergotrochanter_in_thorax_3,12,648518346477160720,648518346499981379,1,648518346493704952,R13A8a,648518346477160720,120,413,t,V3_T1R,73749262538016575,648518346507165256,[49727 85190  2264]
13A-R-8c,tergotrochanter_in_thorax_3,26,648518346495525199,648518346499981379,1,648518346477725079,R13A8c,648518346495525199,120,413,t,V3_T1R,73749262538016575,648518346507165256,[49727 85190  2264]
13A-R-α-10f,tergotrochanter_in_thorax_3,30,648518346493805304,648518346499981379,1,648518346493805304,R13A-α,648518346493805304,120,413,t,V3_T1R,73749262538016575,648518346507165256,[49727 85190  2264]
13A-R-7a,tergotrochanter_in_thorax_3,7,648518346475595904,648518346499981379,1,648518346485984904,R13A9d,648518346475595904,120,413,t,V3_T1R,73749262538016575,648518346507165256,[49727 85190  2264]
13A-R-6e,tergotrochanter_in_thorax_2,6,648518346517211173,648518346513954073,1,648518346517211173,R13A7e,648518346517211173,125,412,t,V2_T1R,73749468427814896,648518346513954073,[51167 90285  1680]
13A-R-6a,tergotrochanter_in_thorax_2,85,648518346496511829,648518346513954073,1,648518346509900838,R13A_ε_y,648518346496511829,125,412,t,V2_T1R,73749468427814896,648518346513954073,[51167 90285  1680]
13A-R-7c,tergotrochanter_in_thorax_2,7,648518346481935037,648518346513954073,1,648518346489031913,R13A9c,648518346481935037,125,412,t,V2_T1R,73749468427814896,648518346513954073,[51167 90285  1680]
13A-R-8b,tergotrochanter_in_thorax_2,8,648518346497197720,648518346513954073,1,648518346475292513,R13A8e_7c,648518346497197720,125,412,t,V2_T1R,73749468427814896,648518346513954073,[51167 90285  1680]
13A-R-9d,tergotrochanter_in_thorax_2,45,648518346491635142,648518346513954073,1,648518346514069982,R13A_γ_6,648518346491635142,125,412,t,V2_T1R,73749468427814896,648518346513954073,[51167 90285  1680]
13A-R-7a,tergotrochanter_in_thorax_2,14,648518346475595904,648518346513954073,1,648518346485984904,R13A9d,648518346475595904,125,412,t,V2_T1R,73749468427814896,648518346513954073,[51167 90285  1680]
13A-R-8e,tergotrochanter_in_thorax_2,26,648518346486416008,648518346513954073,1,648518346495607915,R13A8b,648518346486416008,125,412,t,V2_T1R,73749468427814896,648518346513954073,[51167 90285  1680]
13A-R-10a,tergotrochanter_in_thorax_2,47,648518346488772686,648518346513954073,1,648518346521464057,R13A11b,648518346488772686,125,412,t,V2_T1R,73749468427814896,648518346513954073,[51167 90285  1680]
13A-R-8d,tergotrochanter_in_thorax_2,38,648518346477160720,648518346513954073,1,648518346493704952,R13A8a,648518346477160720,125,412,t,V2_T1R,73749468427814896,648518346513954073,[51167 90285  1680]
13A-R-8a,tergotrochanter_in_thorax_2,14,648518346507214367,648518346513954073,1,648518346507214367,R13A8d_7a,648518346507214367,125,412,t,V2_T1R,73749468427814896,648518346513954073,[51167 90285  1680]
13A-R-8c,tergotrochanter_in_thorax_2,41,648518346495525199,648518346513954073,1,648518346477725079,R13A8c,648518346495525199,125,412,t,V2_T1R,73749468427814896,648518346513954073,[51167 90285  1680]
13A-R-α-10f,tergotrochanter_in_thorax_2,41,648518346493805304,648518346513954073,1,648518346493805304,R13A-α,648518346493805304,125,412,t,V2_T1R,73749468427814896,648518346513954073,[51167 90285  1680]
13A-R-4c,tergotrochanter_in_thorax_2,4,648518346475742644,648518346513954073,1,648518346490142216,R13A4d,648518346475742644,125,412,t,V2_T1R,73749468427814896,648518346513954073,[51167 90285  1680]
13A-R-8d,tergotrochanter_in_thorax_1,15,648518346477160720,648518346484873885,1,648518346493704952,R13A8a,648518346477160720,121,411,t,V2_T1R,73960506075251475,648518346502888691,[57339 88452  1999]
13A-R-8e,tergotrochanter_in_thorax_1,6,648518346486416008,648518346484873885,1,648518346495607915,R13A8b,648518346486416008,121,411,t,V2_T1R,73960506075251475,648518346502888691,[57339 88452  1999]
13A-R-9d,tergotrochanter_in_thorax_1,69,648518346491635142,648518346484873885,1,648518346514069982,R13A_γ_6,648518346491635142,121,411,t,V2_T1R,73960506075251475,648518346502888691,[57339 88452  1999]
13A-R-α-10f,tergotrochanter_in_thorax_1,53,648518346493805304,648518346484873885,1,648518346493805304,R13A-α,648518346493805304,121,411,t,V2_T1R,73960506075251475,648518346502888691,[57339 88452  1999]
13A-R-6a,tergotrochanter_in_thorax_1,22,648518346496511829,648518346484873885,1,648518346509900838,R13A_ε_y,648518346496511829,121,411,t,V2_T1R,73960506075251475,648518346502888691,[57339 88452  1999]
13A-R-7a,tergotrochanter_in_thorax_1,4,648518346475595904,648518346484873885,1,648518346485984904,R13A9d,648518346475595904,121,411,t,V2_T1R,73960506075251475,648518346502888691,[57339 88452  1999]
13A-R-4c,tergotrochanter_in_thorax_1,4,648518346475742644,648518346484873885,1,648518346490142216,R13A4d,648518346475742644,121,411,t,V2_T1R,73960506075251475,648518346502888691,[57339 88452  1999]
13A-R-8c,tergotrochanter_in_thorax_1,28,648518346495525199,648518346484873885,1,648518346477725079,R13A8c,648518346495525199,121,411,t,V2_T1R,73960506075251475,648518346502888691,[57339 88452  1999]
13A-R-8a,tergotrochanter_in_thorax_1,5,648518346507214367,648518346484873885,1,648518346507214367,R13A8d_7a,648518346507214367,121,411,t,V2_T1R,73960506075251475,648518346502888691,[57339 88452  1999]
13A-R-4b,tergotrochanter_in_thorax_1,4,648518346481472143,648518346484873885,1,648518346482798822,R13A4f,648518346481472143,121,411,t,V2_T1R,73960506075251475,648518346502888691,[57339 88452  1999]
13A-R-10a,tergotrochanter_in_thorax_1,58,648518346488772686,648518346484873885,1,648518346521464057,R13A11b,648518346488772686,121,411,t,V2_T1R,73960506075251475,648518346502888691,[57339 88452  1999]
13A-R-4c,tergotrochanter_in_thorax_0,4,648518346475742644,648518346494871218,1,648518346490142216,R13A4d,648518346475742644,122,410,t,V3_T1R,73889999757696699,648518346494871218,[54174 85748  1791]
13A-R-6a,tergotrochanter_in_thorax_0,44,648518346496511829,648518346494871218,1,648518346509900838,R13A_ε_y,648518346496511829,122,410,t,V3_T1R,73889999757696699,648518346494871218,[54174 85748  1791]
