13A,motor neuron,weight,query,post_id,n,id.x,names.x,id.y,X,id,valid,classification_system,pt_supervoxel_id,pt_root_id,pt_position
13A-R-8e,tibia_extensor_in_femur_seti,6,648518346486416008,648518346489643212,1,648518346495607915,R13A8b,648518346486416008,100,403,t,L4_T1R,73819700270016761,648518346489643212,[52001 86333  2743]
13A-R-6c,tibia_extensor_in_femur_seti,19,648518346486350178,648518346489643212,1,648518346495521698,R13A7d,648518346486350178,100,403,t,L4_T1R,73819700270016761,648518346489643212,[52001 86333  2743]
13A-R-9e,tibia_extensor_in_femur_feti,187,648518346502495059,648518346489941811,1,648518346485791614,R13A11h_10a,648518346502495059,44,404,t,L4_T1R,73678893659489454,648518346477635292,[48538 84219  1962]
13A-R-6d,tibia_extensor_in_femur_feti,59,648518346472000923,648518346489941811,1,648518346479398848,R13A7h_12a,648518346472000923,44,404,t,L4_T1R,73678893659489454,648518346477635292,[48538 84219  1962]
13A-R-10d,tibia_extensor_in_femur_feti,111,648518346487938004,648518346489941811,1,648518346496642050,R13A11a,648518346487938004,44,404,t,L4_T1R,73678893659489454,648518346477635292,[48538 84219  1962]
13A-R-6b,tibia_extensor_in_femur_feti,60,648518346507405599,648518346489941811,1,648518346485868484,R13A7b,648518346507405599,44,404,t,L4_T1R,73678893659489454,648518346477635292,[48538 84219  1962]
13A-R-8a,tibia_extensor_in_femur_feti,23,648518346507214367,648518346489941811,1,648518346507214367,R13A8d_7a,648518346507214367,44,404,t,L4_T1R,73678893659489454,648518346477635292,[48538 84219  1962]
13A-R-6e,tibia_extensor_in_femur_feti,5,648518346517211173,648518346489941811,1,648518346517211173,R13A7e,648518346517211173,44,404,t,L4_T1R,73678893659489454,648518346477635292,[48538 84219  1962]
13A-R-8e,tibia_extensor_in_femur_feti,11,648518346486416008,648518346489941811,1,648518346495607915,R13A8b,648518346486416008,44,404,t,L4_T1R,73678893659489454,648518346477635292,[48538 84219  1962]
13A-R-9f,tibia_extensor_in_femur_feti,138,648518346486686340,648518346489941811,1,648518346480868573,R13A11i_10d,648518346486686340,44,404,t,L4_T1R,73678893659489454,648518346477635292,[48538 84219  1962]
13A-R-6f,tibia_extensor_in_femur_feti,24,648518346484181533,648518346489941811,1,648518346500872348,R13A7g,648518346484181533,44,404,t,L4_T1R,73678893659489454,648518346477635292,[48538 84219  1962]
13A-R-8b,tibia_extensor_in_femur_feti,39,648518346497197720,648518346489941811,1,648518346475292513,R13A8e_7c,648518346497197720,44,404,t,L4_T1R,73678893659489454,648518346477635292,[48538 84219  1962]
13A-R-6c,tibia_extensor_in_femur_feti,49,648518346486350178,648518346489941811,1,648518346495521698,R13A7d,648518346486350178,44,404,t,L4_T1R,73678893659489454,648518346477635292,[48538 84219  1962]
13A-R-9d,main_tibia_flexor_in_femur_4,64,648518346491635142,648518346494774179,1,648518346514069982,R13A_γ_6,648518346491635142,78,380,t,L1_T1R,73960506477789730,648518346503918688,[55504 89665  2706]
13A-R-δ-10e,main_tibia_flexor_in_femur_4,99,648518346490237905,648518346494774179,1,648518346489562711,R13A_δ_xp,648518346490237905,78,380,t,L1_T1R,73960506477789730,648518346503918688,[55504 89665  2706]
13A-R-10c,main_tibia_flexor_in_femur_4,64,648518346492130066,648518346494774179,1,648518346487562452,13A-uk5,648518346492130066,78,380,t,L1_T1R,73960506477789730,648518346503918688,[55504 89665  2706]
13A-R-α-10f,main_tibia_flexor_in_femur_4,34,648518346493805304,648518346494774179,1,648518346493805304,R13A-α,648518346493805304,78,380,t,L1_T1R,73960506477789730,648518346503918688,[55504 89665  2706]
13A-R-α-10f,main_tibia_flexor_in_femur_3,25,648518346493805304,648518346498417201,1,648518346493805304,R13A-α,648518346493805304,124,379,t,L1_T1R,73890068879967186,648518346498417201,[55099 86761  2472]
13A-R-9d,main_tibia_flexor_in_femur_3,38,648518346491635142,648518346498417201,1,648518346514069982,R13A_γ_6,648518346491635142,124,379,t,L1_T1R,73890068879967186,648518346498417201,[55099 86761  2472]
13A-R-δ-10e,main_tibia_flexor_in_femur_3,45,648518346490237905,648518346498417201,1,648518346489562711,R13A_δ_xp,648518346490237905,124,379,t,L1_T1R,73890068879967186,648518346498417201,[55099 86761  2472]
13A-R-10c,main_tibia_flexor_in_femur_3,46,648518346492130066,648518346498417201,1,648518346487562452,13A-uk5,648518346492130066,124,379,t,L1_T1R,73890068879967186,648518346498417201,[55099 86761  2472]
13A-R-9d,main_tibia_flexor_in_femur_2,41,648518346491635142,648518346487665131,1,648518346514069982,R13A_γ_6,648518346491635142,123,378,t,L1_T1R,73960437557109121,648518346493207872,[56202 87404  2385]
13A-R-10c,main_tibia_flexor_in_femur_2,26,648518346492130066,648518346487665131,1,648518346487562452,13A-uk5,648518346492130066,123,378,t,L1_T1R,73960437557109121,648518346493207872,[56202 87404  2385]
13A-R-δ-10e,main_tibia_flexor_in_femur_2,4,648518346490237905,648518346487665131,1,648518346489562711,R13A_δ_xp,648518346490237905,123,378,t,L1_T1R,73960437557109121,648518346493207872,[56202 87404  2385]
13A-R-α-10f,main_tibia_flexor_in_femur_2,8,648518346493805304,648518346487665131,1,648518346493805304,R13A-α,648518346493805304,123,378,t,L1_T1R,73960437557109121,648518346493207872,[56202 87404  2385]
13A-R-δ-10e,main_tibia_flexor_in_femur_0,7,648518346490237905,648518346472449995,1,648518346489562711,R13A_δ_xp,648518346490237905,30,376,t,L1_T1R,73890000227748737,648518346472449995,[54730 84777  2673]
13A-R-9d,main_tibia_flexor_in_femur_0,24,648518346491635142,648518346472449995,1,648518346514069982,R13A_γ_6,648518346491635142,30,376,t,L1_T1R,73890000227748737,648518346472449995,[54730 84777  2673]
13A-R-α-10f,main_tibia_flexor_in_femur_0,9,648518346493805304,648518346472449995,1,648518346493805304,R13A-α,648518346493805304,30,376,t,L1_T1R,73890000227748737,648518346472449995,[54730 84777  2673]
13A-R-10c,main_tibia_flexor_in_femur_0,6,648518346492130066,648518346472449995,1,648518346487562452,13A-uk5,648518346492130066,30,376,t,L1_T1R,73890000227748737,648518346472449995,[54730 84777  2673]
13A-R-9d,main_tibia_flexor_in_femur_0,52,648518346491635142,648518346494836402,1,648518346514069982,R13A_γ_6,648518346491635142,76,377,t,L1_T1R,73890000361715668,648518346494836402,[53830 85759  2840]
13A-R-10c,main_tibia_flexor_in_femur_0,15,648518346492130066,648518346494836402,1,648518346487562452,13A-uk5,648518346492130066,76,377,t,L1_T1R,73890000361715668,648518346494836402,[53830 85759  2840]
13A-R-α-10f,main_tibia_flexor_in_femur_0,9,648518346493805304,648518346494836402,1,648518346493805304,R13A-α,648518346493805304,76,377,t,L1_T1R,73890000361715668,648518346494836402,[53830 85759  2840]
13A-R-10d,auxiliary_tibia_flexor_in_femur_E,13,648518346487938004,648518346488768349,1,648518346496642050,R13A11a,648518346487938004,90,393,t,L1_T1R,73960575398314926,648518346488768349,[56856 90127  3086]
13A-R-6f,auxiliary_tibia_flexor_in_femur_E,35,648518346484181533,648518346488768349,1,648518346500872348,R13A7g,648518346484181533,90,393,t,L1_T1R,73960575398314926,648518346488768349,[56856 90127  3086]
13A-R-9e,auxiliary_tibia_flexor_in_femur_E,31,648518346502495059,648518346488768349,1,648518346485791614,R13A11h_10a,648518346502495059,90,393,t,L1_T1R,73960575398314926,648518346488768349,[56856 90127  3086]
13A-R-9d,auxiliary_tibia_flexor_in_femur_E,5,648518346491635142,648518346488768349,1,648518346514069982,R13A_γ_6,648518346491635142,90,393,t,L1_T1R,73960575398314926,648518346488768349,[56856 90127  3086]
13A-R-10a,auxiliary_tibia_flexor_in_femur_E,5,648518346488772686,648518346488768349,1,648518346521464057,R13A11b,648518346488772686,90,393,t,L1_T1R,73960575398314926,648518346488768349,[56856 90127  3086]
13A-R-10c,auxiliary_tibia_flexor_in_femur_E,11,648518346492130066,648518346488768349,1,648518346487562452,13A-uk5,648518346492130066,90,393,t,L1_T1R,73960575398314926,648518346488768349,[56856 90127  3086]
13A-R-6e,auxiliary_tibia_flexor_in_femur_E,46,648518346517211173,648518346488768349,1,648518346517211173,R13A7e,648518346517211173,90,393,t,L1_T1R,73960575398314926,648518346488768349,[56856 90127  3086]
13A-R-9d,auxiliary_tibia_flexor_in_femur_Bslow,9,648518346491635142,648518346480803805,1,648518346514069982,R13A_γ_6,648518346491635142,20,375,t,L1_T1R,73678962781859891,648518346480803805,[48049 86163  2805]
13A-R-α-10f,auxiliary_tibia_flexor_in_femur_Bslow,5,648518346493805304,648518346489629023,1,648518346493805304,R13A-α,648518346493805304,73,374,t,L1_T1R,73890068947161648,648518346489629023,[55014 88060  2655]
13A-R-9d,auxiliary_tibia_flexor_in_femur_Bslow,9,648518346491635142,648518346489629023,1,648518346514069982,R13A_γ_6,648518346491635142,73,374,t,L1_T1R,73890068947161648,648518346489629023,[55014 88060  2655]
13A-R-10b,auxiliary_tibia_flexor_in_femur_A2,4,648518346486451113,648518346465963568,1,648518346518664927,13A-uk3,648518346486451113,119,368,t,L1_T1R,74030875289214644,648518346465963568,[58252 88943  2902]
13A-R-β-10g,auxiliary_tibia_flexor_in_femur_A2,10,648518346499550555,648518346465963568,1,648518346486482097,R13A_β_5,648518346499550555,119,368,t,L1_T1R,74030875289214644,648518346465963568,[58252 88943  2902]
13A-R-9g,auxiliary_tibia_flexor_in_femur_A2,6,648518346467397383,648518346465963568,1,648518346495770187,R13A10c,648518346467397383,119,368,t,L1_T1R,74030875289214644,648518346465963568,[58252 88943  2902]
13A-R-α-10f,auxiliary_tibia_flexor_in_femur_A2,12,648518346493805304,648518346465963568,1,648518346493805304,R13A-α,648518346493805304,119,368,t,L1_T1R,74030875289214644,648518346465963568,[58252 88943  2902]
13A-R-8d,auxiliary_tibia_flexor_in_femur_A2,6,648518346477160720,648518346465963568,1,648518346493704952,R13A8a,648518346477160720,119,368,t,L1_T1R,74030875289214644,648518346465963568,[58252 88943  2902]
13A-R-9h,auxiliary_tibia_flexor_in_femur_A2,4,648518346501542232,648518346465963568,1,648518346501251427,R13A10e,648518346501542232,119,368,t,L1_T1R,74030875289214644,648518346465963568,[58252 88943  2902]
13A-R-10a,auxiliary_tibia_flexor_in_femur_A2,6,648518346488772686,648518346465963568,1,648518346521464057,R13A11b,648518346488772686,119,368,t,L1_T1R,74030875289214644,648518346465963568,[58252 88943  2902]
13A-R-9d,auxiliary_tibia_flexor_in_femur_A2,4,648518346491635142,648518346465963568,1,648518346514069982,R13A_γ_6,648518346491635142,119,368,t,L1_T1R,74030875289214644,648518346465963568,[58252 88943  2902]
13A-R-10b,auxiliary_tibia_flexor_in_femur_A2,4,648518346486451113,648518346479180177,1,648518346518664927,13A-uk3,648518346486451113,67,367,t,L1_T1R,73749262739215644,648518346479180177,[50254 84462  2603]
13A-R-α-10f,auxiliary_tibia_flexor_in_femur_A2,8,648518346493805304,648518346479180177,1,648518346493805304,R13A-α,648518346493805304,67,367,t,L1_T1R,73749262739215644,648518346479180177,[50254 84462  2603]
13A-R-α-10f,auxiliary_tibia_flexor_in_femur_A2,7,648518346493805304,648518346492305091,1,648518346493805304,R13A-α,648518346493805304,69,369,t,L1_T1R,73819631483474788,648518346492305091,[51235 85355  2615]
13A-R-6f,auxiliary_tibia_flexor_in_femur_A1,6,648518346484181533,648518346483182756,1,648518346500872348,R13A7g,648518346484181533,65,365,t,L1_T1R,73960437825499197,648518346483182756,[56585 87472  2864]
13A-R-δ-10e,ltm_medial_dendrite,11,648518346490237905,648518346459825924,1,648518346489562711,R13A_δ_xp,648518346490237905,33,383,t,L1_T1R,73819837910227031,648518346494114361,[52198 90252  3100]
13A-R-9d,ltm_medial_dendrite,18,648518346491635142,648518346459825924,1,648518346514069982,R13A_γ_6,648518346491635142,33,383,t,L1_T1R,73819837910227031,648518346494114361,[52198 90252  3100]
13A-R-δ-10e,ltm_medial_dendrite,11,648518346490237905,648518346479993829,1,648518346489562711,R13A_δ_xp,648518346490237905,81,384,t,L1_T1R,73960437691586049,648518346477866733,[56540 87205  2684]
13A-R-10b,ltm_medial_dendrite,4,648518346486451113,648518346499420391,1,648518346518664927,13A-uk3,648518346486451113,79,382,t,L1_T1R,73890137867990982,648518346499420391,[54437 89811  3016]
13A-R-β-10g,ltm_medial_dendrite,30,648518346499550555,648518346499420391,1,648518346486482097,R13A_β_5,648518346499550555,79,382,t,L1_T1R,73890137867990982,648518346499420391,[54437 89811  3016]
13A-R-β-10g,ltm_medial_dendrite,6,648518346499550555,648518346503947872,1,648518346486482097,R13A_β_5,648518346499550555,130,381,t,L1_T1R,73819769056510755,648518346503947872,[51635 88345  2844]
13A-R-9e,tarsus_unidentified_in_tibia_E,16,648518346502495059,648518346481564097,1,648518346485791614,R13A11h_10a,648518346502495059,88,391,t,L1_T1R,73960506544632062,648518346500346328,[55946 88273  2837]
13A-R-9a,tarsus_unidentified_in_tibia_E,7,648518346521654521,648518346481564097,1,648518346496575356,R13A10b,648518346521654521,88,391,t,L1_T1R,73960506544632062,648518346500346328,[55946 88273  2837]
13A-R-6f,tarsus_unidentified_in_tibia_E,4,648518346484181533,648518346481564097,1,648518346500872348,R13A7g,648518346484181533,88,391,t,L1_T1R,73960506544632062,648518346500346328,[55946 88273  2837]
13A-R-6e,tarsus_unidentified_in_tibia_E,7,648518346517211173,648518346481564097,1,648518346517211173,R13A7e,648518346517211173,88,391,t,L1_T1R,73960506544632062,648518346500346328,[55946 88273  2837]
13A-R-9a,tarsus_unidentified_in_tibia_E,7,648518346521654521,648518346481564097,1,648518346496575356,R13A10i_12b,648518346521654521,88,391,t,L1_T1R,73960506544632062,648518346500346328,[55946 88273  2837]
13A-R-9d,tarsus_depressor_in_tibia_ventralU,4,648518346491635142,648518346491698344,1,648518346514069982,R13A_γ_6,648518346491635142,86,389,t,L1_T1R,73960575063225510,648518346503918944,[56097 90227  2545]
13A-R-3b,tarsus_depressor_in_tibia_ventralU,4,648518346507220040,648518346491698344,1,648518346478623828,R13A5c,648518346507220040,86,389,t,L1_T1R,73960575063225510,648518346503918944,[56097 90227  2545]
13A-R-10c,tarsus_depressor_in_tibia_ventralU,5,648518346492130066,648518346491698344,1,648518346487562452,13A-uk5,648518346492130066,86,389,t,L1_T1R,73960575063225510,648518346503918944,[56097 90227  2545]
13A-R-9h,tarsus_depressor_in_tibia_ventralU,9,648518346501542232,648518346491698344,1,648518346501251427,R13A10e,648518346501542232,86,389,t,L1_T1R,73960575063225510,648518346503918944,[56097 90227  2545]
13A-R-9b,tarsus_depressor_in_tibia_ventralU,6,648518346511967856,648518346491698344,1,648518346487640386,R13A10f,648518346511967856,86,389,t,L1_T1R,73960575063225510,648518346503918944,[56097 90227  2545]
13A-R-δ-10e,tarsus_depressor_in_tibia_ventralU,10,648518346490237905,648518346491698344,1,648518346489562711,R13A_δ_xp,648518346490237905,86,389,t,L1_T1R,73960575063225510,648518346503918944,[56097 90227  2545]
13A-R-3j,tarsus_depressor_in_tibia_ventralU,6,648518346481824415,648518346491698344,1,648518346509725754,R13A5b,648518346481824415,86,389,t,L1_T1R,73960575063225510,648518346503918944,[56097 90227  2545]
